card_log_number,location_name,lower_river_mile,upper_river_mile,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,9,71,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,238,728,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,10,62,,Female,Unmarked,,,,3?,0.2,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,239,729,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,11,74,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,240,730,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,12,69,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,241,731,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,13,64,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,242,732,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,14,66,,Female,Unmarked,,,,Unreadable,Unreadable,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,243,733,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,15,72,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,244,734,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,16,67,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,245,735,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,17,72,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,246,736,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,18,70,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,247,737,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,19,72,,Female,Unmarked,,,,4?,0.3,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,248,738,
25-1-13-34208,Wallace River,,,2024-11-12,WG,A0325202502,20,68,,Female,Unmarked,,,,Unreadable,Unreadable,9-Mar,2,Chum,Regular Card,Non-Treaty,Hook & Line,249,739,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,1,76,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,170,679,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,2,70,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,171,680,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,3,74,,Male,Unmarked,,,,3?,0.2,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,172,681,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,4,74,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,173,682,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,5,74,,Male,Unmarked,,,,3?,0.2,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,174,683,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,6,72,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,175,684,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,7,75,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,176,685,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,8,73,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,177,686,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,9,67,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,178,687,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,10,78,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,179,688,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,11,79,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,180,689,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,12,80,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,181,690,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,13,79,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,182,691,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,14,73,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,183,692,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,15,65,,Male,Unmarked,,,,3?,0.2,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,184,693,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,16,72,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,185,694,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202503,17,75,,Male,Unmarked,,,,4?,0.3,9-Sep,2,Chum,Regular Card,Non-Treaty,Hook & Line,186,695,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,1,70,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,150,659,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,2,72,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,151,660,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,3,78,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,152,661,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,4,78,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,,662,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,5,73,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,154,663,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,6,73,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,155,664,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,7,77,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,156,665,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,8,79,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,157,666,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,9,71,,Male,Unmarked,,,,3?,0.2,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,158,667,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,10,75,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,159,668,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,11,69,,Male,Unmarked,,,,3?,0.2,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,160,669,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,12,66,,Male,Unmarked,,,,3?,0.2,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,161,670,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,13,78,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,162,671,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,14,69,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,163,672,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,15,68,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,164,673,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,16,69,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,165,674,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,17,71,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,166,675,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,18,67,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,167,676,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,19,63,,Male,Unmarked,,,,3?,0.2,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,168,677,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202504,20,76,,Male,Unmarked,,,,4?,0.3,9-Aug,2,Chum,Regular Card,Non-Treaty,Hook & Line,169,678,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,1,72,,Male,Unmarked,,,,3?,0.2,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,130,639,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,2,77,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,131,640,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,3,71,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,132,641,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,4,74,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,133,642,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,5,72,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,134,643,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,6,66,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,135,644,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,7,76,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,136,645,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,8,71,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,137,646,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,9,76,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,138,647,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,10,75,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,139,648,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,11,73,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,140,649,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,12,78,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,141,650,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,13,67,,Male,Unmarked,,,,3?,0.2,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,142,651,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,14,70,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,143,652,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,15,71,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,144,653,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,16,75,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,145,654,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,17,73,,Male,Unmarked,,,,3?,0.2,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,146,655,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,18,73,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,147,656,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,19,72,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,148,657,
25-1-13-34208,Wallace River,,,2024-11-12,KC/BD/JL,A0325202505,20,72,,Male,Unmarked,,,,4?,0.3,9-Jul,2,Chum,Regular Card,Non-Treaty,Hook & Line,149,655,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,1,73,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,120,629,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,2,70,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,121,630,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,3,67,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,122,631,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,4,72,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,123,632,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,5,67,,Female,Unmarked,,,,3?,0.2,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,124,633,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,6,69,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,125,634,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,7,73,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,126,635,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,8,70,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,127,636,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,9,72,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,128,637,
25-1-13-34208,Wallace River,,,2024-11-12,BD/KC/JL,A0325202506,10,65,,Female,Unmarked,,,,4?,0.3,9-Jun,2,Chum,Regular Card,Non-Treaty,Hook & Line,129,638,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,1,67,,Male,Unmarked,,,,3?,0.2,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,201,620,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,2,75,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,202,621,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,3,69,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,203,622,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,4,71,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,204,623,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,5,70,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,205,624,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,6,74,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,206,625,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,7,77,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,207,626,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,8,69,,Male,Unmarked,,,,3?,0.2,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,208,627,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60954,9,70,,Male,Unmarked,,,,4?,0.3,9-Jan,2,Chum,Regular Card,Non-Treaty,Stream Trap,209,628,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,1,73,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,210,700,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,2,70,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,211,701,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,3,68,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,212,702,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,4,70,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,213,703,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,5,67,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,214,704,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,6,69,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,215,705,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,7,71,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,216,706,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,8,63,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,217,707,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,9,66,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,218,708,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,10,67,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,219,709,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,11,65,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,220,710,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,12,66,,Female,Unmarked,,,,3?,0.2,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,221,711,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,13,69,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,222,712,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,14,64,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,223,713,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,15,67,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,224,714,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,16,68,,Female,Unmarked,,,,3?,0.2,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,225,715,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,17,68,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,226,716,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,18,63,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,227,717,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,19,73,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,228,718,
25-1-13-34208,Wallace River,,,2024-11-12,FG/KC,A60955,20,78,,Female,Unmarked,,,,4?,0.3,9-Feb,2,Chum,Regular Card,Non-Treaty,Hook & Line,229,719,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,1,68,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,264,754,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,2,67,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,265,755,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,3,67,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,266,756,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,4,67,,Female,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,267,757,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,5,74,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,268,758,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,6,74,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,269,759,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,7,65,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,270,760,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,8,75,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,271,,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,9,72,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,272,761,
25-1-13-34208,Wallace River,,,2024-11-12,WG,S23026,10,71,,Male,Unmarked,,,,4?,0.3,9-May,2,Chum,Regular Card,Non-Treaty,Stream Trap,273,762,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,1,64,,Female,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,294,868,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,2,71,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,295,869,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,3,70,,Male,Unmarked,,,,Unreadable,Unreadable,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,296,870,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,4,73,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,297,871,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,5,67,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,298,872,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,6,72,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,299,873,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,7,76,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,300,,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,8,69,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,418,874,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,9,73,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,419,875,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,10,76,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,420,876,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,11,78,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,421,877,
25-1-13-34208,May Creek,,,2024-11-13,FG/BD,A87833,12,76,,Male,Unmarked,,,,4?,0.3,8-Aug,2,Chum,Regular Card,Non-Treaty,Stream Trap,422,878,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,1,70,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,401,824,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,2,69,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,402,825,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,3,65,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,403,826,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,4,66,,Male,Unmarked,,,,3?,0.2,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,404,827,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,5,70,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,405,828,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,6,68,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,406,829,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,7,67,,Male,Unmarked,,,,3?,0.2,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,407,830,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,8,66,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,408,831,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,9,71,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,409,832,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,10,71,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,410,833,
25-1-13-34208,May Creek,,,2024-11-13,FG,A87834,11,75,,Male,Unmarked,,,,4?,0.3,8-May,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,411,834,
